group,n_total,n_recovered,recovery_rate,recovery_rate_se,recovery_rate_ci_low,recovery_rate_ci_high,p25_days,p50_days,p75_days,p90_days,post_recover_5d_mean,post_recover_5d_se,post_recover_5d_ci_low,post_recover_5d_ci_high,post_recover_10d_mean,post_recover_10d_se,post_recover_10d_ci_low,post_recover_10d_ci_high,post_recover_20d_mean,post_recover_20d_se,post_recover_20d_ci_low,post_recover_20d_ci_high
AVOID,190,93,0.48947368421052634,0.036265773096601873,0.4193102070160049,0.5600543725515682,0.0,2.0,4.0,8.0,0.010414301396252776,0.011549485565479406,-0.012626291879447584,0.03345489467195314,-0.0056583566968918505,0.015055946536838262,-0.03591441402886375,0.024597700635080048,0.3317826250309245,0.10126709058702435,0.009505546745362081,0.6540597033164869
NEUTRAL,73,41,0.5616438356164384,0.05807411862303531,0.447577763251736,0.6695465097400233,1.0,4.0,8.0,10.0,-0.00578135846306732,0.013967678462723248,-0.034492332732692955,0.022929615806558314,0.002474287910207568,0.03064080265289211,-0.06818352971333641,0.07313210553375155,0.04664533929904875,,,
ENTER_LIMIT,50,17,0.34,0.0669925368977769,0.2243694922250009,0.478461739497674,0.0,1.0,5.0,10.8,0.022482806867840547,0.02111525513807582,-0.023133928505635813,0.06809954224131691,0.020830122481134878,0.02695466947377319,-0.0413274567884476,0.08298770175071735,0.15827643264606361,0.03534804645017293,-0.29086308258274535,0.6074159478748726
ENTER_NOW,50,23,0.46,0.07048404074682439,0.3296965219222435,0.5960112860084253,0.0,1.0,4.5,7.800000000000001,0.03309680396800197,0.01974568515422305,-0.009561155339529046,0.07575476327553299,0.020153679808220092,0.0165373720622091,-0.017256454857089484,0.057563814473529665,0.16588825270961197,0.03991110923223444,-0.00583539037366243,0.33761189579288636
