bucket,count,win_rate,win_rate_se,win_rate_ci_low,win_rate_ci_high,avg_return,avg_return_se,avg_return_ci_low,avg_return_ci_high,median_return,std_return
<1,8,0.875,0.11692679333668567,0.5291118177871464,0.9775825085499433,0.46815383945261646,0.37487981043193747,-0.4182960517272486,1.3546037306324816,0.10606777051369774,1.0603202243454017
1-2,5,0.6,0.21908902300206645,0.2307242812760128,0.882379225767352,0.028250822589663528,0.025124979669885725,-0.0415073042329849,0.09800894941231195,0.014677703798996395,0.05618116247516471
2-3,4,0.5,0.25,0.15003898915214947,0.8499610108478506,0.0537268324582424,0.07370210147155222,-0.1808261480615848,0.2882798129780696,0.005283677622297218,0.14740420294310444
>=3,2,1.0,0.0,0.34238022750665303,1.0,0.02485124297779657,0.015973489851818443,-0.17811118943472895,0.22781367539032207,0.02485124297779657,0.02258992598687064
