group_a,group_b,n_a,n_b,mean_a,mean_b,diff,cohen_d,welch_p,mwu_p,welch_p_fdr,mwu_p_fdr,significant
ENTER_LIMIT,ENTER_NOW,19,45,1.6463157894736842,1.417111111111111,0.2292046783625732,0.257835494453079,0.3296031074954534,0.2924296118780312,0.3296031074954534,0.2924296118780312,False
