intent,count,win_rate,win_rate_se,win_rate_ci_low,win_rate_ci_high,avg_return,avg_return_se,avg_return_ci_low,avg_return_ci_high,median_return,std_return
AVOID,154,0.5324675324675324,0.040206113392448506,0.4538356435660972,0.6095190673869982,0.018179664439259845,0.007822559650015598,0.002725491356206944,0.03363383752231275,0.007063490161295272,0.09707541233299004
NEUTRAL,55,0.509090909090909,0.06740884152581723,0.380762598469722,0.6362322215099672,0.012411428297849296,0.010940373461994914,-0.009522699861146573,0.034345556456845165,0.002832904415833119,0.08113598111710822
ENTER_NOW,32,0.5625,0.08769509500251425,0.3932559113685198,0.7183466888495963,0.03278378911948522,0.01127783407008714,0.00978249488731497,0.05578508335165547,0.01693950356772512,0.06379706358444238
ENTER_LIMIT,27,0.5555555555555556,0.09562921842487448,0.3731302451322448,0.72414141822977,0.018195886452355814,0.013869094618294778,-0.010312445822872513,0.04670421872758414,0.015392883449124834,0.07206592960159992
