group_a,group_b,n_a,n_b,mean_a,mean_b,diff,cohen_d,welch_p,mwu_p,welch_p_fdr,mwu_p_fdr,significant
AVOID,BUY,8,4,0.43676238672123097,0.0495953185452121,0.38716706817601887,0.4308446858611686,0.3433035683846672,0.5696969696969697,0.5330324875767332,0.8391608391608392,False
AVOID,BUY_LIMIT,8,10,0.43676238672123097,0.06064407938263505,0.3761183073385959,0.527469950844865,0.3553549917178221,0.6964669317610493,0.5330324875767332,0.8391608391608392,False
BUY,BUY_LIMIT,4,10,0.0495953185452121,0.06064407938263505,-0.011048760837422955,-0.11882850436983261,0.8392815667903071,0.8391608391608392,0.8392815667903072,0.8391608391608392,False
