bucket,count,win_rate,win_rate_se,win_rate_ci_low,win_rate_ci_high,avg_return,avg_return_se,avg_return_ci_low,avg_return_ci_high,median_return,std_return
-15 to -8,22,0.8181818181818182,0.08223036670302644,0.6148339256287345,0.9269311541657794,0.2379588507830726,0.0731774163583755,0.0857780826027944,0.3901396189633508,0.14801705195866782,0.34323250695048535
-8 to -5,12,0.5833333333333334,0.14231876063832777,0.31951131254954973,0.8067396863412435,0.02373488377185226,0.025909520410200795,-0.03329158615586597,0.08076135369957049,0.023922928877172882,0.08975321150042119
<= -15%,5,0.8,0.17888543819998315,0.37553462976252533,0.9637758913675698,1.372295875394868,0.7090976807021033,-0.5964749092975985,3.3410666600873347,0.6169677801189623,1.585590616737344
> -5%,0,,,,,,,,,,
