per_trade_eur,n_trades,total_invested_eur,strategy_net_eur,spy_net_eur,alpha_eur,roi,spy_roi,alpha_roi,cost_drag_pct
100,35,3500,-124.32272308054172,-142.44294252892882,18.12021944838709,-0.03552077802301192,-0.04069798357969395,0.005177205556682026,0.06
250,35,8750,4.193192298645663,-41.107356322322055,45.300548620967724,0.0004792219769880757,-0.004697983579693949,0.005177205556682026,0.024
500,35,17500,218.38638459729134,127.78528735535589,90.60109724193545,0.012479221976988076,0.007302016420306051,0.005177205556682026,0.012
750,35,26250,432.579576895937,296.6779310330339,135.90164586290314,0.016479221976988076,0.011302016420306052,0.005177205556682024,0.008
1000,35,35000,646.7727691945826,465.57057471071175,181.2021944838709,0.018479221976988074,0.01330201642030605,0.005177205556682026,0.006
2500,35,87500,1931.9319229864568,1478.9264367767796,453.0054862096769,0.022079221976988077,0.016902016420306053,0.0051772055566820215,0.0024
5000,35,175000,4073.8638459729136,3167.852873553559,906.0109724193538,0.023279221976988076,0.018102016420306052,0.0051772055566820215,0.0012
10000,35,350000,8357.727691945827,6545.705747107118,1812.0219448387077,0.023879221976988076,0.018702016420306052,0.0051772055566820215,0.0006
