group_a,group_b,n_a,n_b,mean_a,mean_b,diff,cohen_d,welch_p,mwu_p,welch_p_fdr,mwu_p_fdr,significant
AVOID,BUY,16,6,0.21921599413456497,0.01786868036501835,0.20134731376954662,0.30265083505636153,0.3127491377684369,0.5900312278021256,0.38283451488420295,0.7430771478039212,False
AVOID,BUY_LIMIT,16,18,0.21921599413456497,0.04612438155981555,0.17309161257474942,0.3278295067184951,0.38283451488420295,0.7430771478039212,0.38283451488420295,0.7430771478039212,False
BUY,BUY_LIMIT,6,18,0.01786868036501835,0.04612438155981555,-0.028255701194797197,-0.4398165317742191,0.2794059480500819,0.4148860293025053,0.38283451488420295,0.7430771478039212,False
