bucket,count,win_rate,win_rate_se,win_rate_ci_low,win_rate_ci_high,avg_return,avg_return_se,avg_return_ci_low,avg_return_ci_high,median_return,std_return
-8 to -5,149,0.5033557046979866,0.04096067349864932,0.4240051757150328,0.5825375516818129,0.018811832178086824,0.0066490645018820165,0.0056724662544981284,0.031951198101675515,1.0518466653230973e-08,0.08116217563482354
-15 to -8,94,0.6276595744680851,0.049861833893464456,0.5267266550436647,0.7185681339882812,0.0245589037688233,0.008896257155836446,0.0068927001678762735,0.04222510736977032,0.023309064956671215,0.08625241324148844
<= -15%,29,0.3793103448275862,0.0901022421425571,0.2268802210080984,0.5599745579401147,0.20999098452254505,0.14968592940990402,-0.09662674230696111,0.5166087113520512,-2.8871880939850245e-08,0.8060833991814348
> -5%,0,,,,,,,,,,
