tp_pct,sl_pct,n,n_tp,n_sl,n_timeout,total_gross_eur,total_net_eur,roi,win_rate
0.02,0.03,18,11,6,1,29.999972490163927,-78.00002750983607,-0.0057777798155434126,0.6111111111111112
0.02,0.035,18,11,6,1,7.499972490163902,-100.50002750983607,-0.0074444464822100796,0.6111111111111112
0.02,0.04,18,12,5,1,29.999972490163927,-78.00002750983607,-0.0057777798155434126,0.6666666666666666
0.02,0.045,18,13,3,2,66.22499589801072,-41.77500410198928,-0.0030944447482955024,0.7222222222222222
0.02,0.05,18,13,3,2,54.97499589801072,-53.02500410198928,-0.0039277780816288355,0.7222222222222222
0.02,0.055,18,13,3,2,43.72499589801072,-64.27500410198928,-0.004761111414962169,0.7222222222222222
0.02,0.06,18,13,3,2,32.47499589801072,-75.52500410198928,-0.0055944447482955025,0.7222222222222222
0.02,0.065,18,13,3,2,21.224995898010718,-86.77500410198928,-0.006427778081628836,0.7222222222222222
0.02,0.07,18,13,3,2,9.974995898010704,-98.02500410198928,-0.0072611114149621694,0.7222222222222222
0.02,0.075,18,13,2,3,28.47879139101309,-79.52120860898691,-0.005890459896961993,0.7222222222222222
0.02,0.08,18,13,2,3,20.97879139101309,-87.02120860898691,-0.006446015452517549,0.7222222222222222
0.02,0.085,18,14,1,3,92.22879139101308,-15.77120860898691,-0.0011682376747397711,0.7777777777777778
0.02,0.09,18,14,1,3,88.47879139101309,-19.52120860898691,-0.001446015452517549,0.7777777777777778
0.02,0.095,18,15,0,3,170.9787913910131,62.97879139101309,0.004665095658593562,0.8333333333333334
0.02,0.1,18,15,0,3,170.9787913910131,62.97879139101309,0.004665095658593562,0.8333333333333334
0.02,0.105,18,15,0,3,170.9787913910131,62.97879139101309,0.004665095658593562,0.8333333333333334
