group_a,group_b,n_a,n_b,mean_a,mean_b,diff,cohen_d,welch_p,mwu_p,welch_p_fdr,mwu_p_fdr,significant
AVOID,BUY_LIMIT,3,6,0.15247248252410706,0.3347477432019648,-0.18227526067785776,-0.5093872223222549,0.3444600375873178,0.9047619047619047,0.3444600375873178,0.9047619047619047,False
